original_host_id,new_host_id
11779405,58141230
57806485,96355126
40260943,54013869
20034512,84860353
57825550,25095751
56988286,99536645
15749428,10988283
54342516,56547249
57841886,39102579
57007986,37371051
31193471,41277540
57012546,40486241
57847236,98248960
48190705,97788564
33146318,86136713
25730255,91557472
56045135,42531854
57733778,36109902
56830195,55311200
57023489,00488454
57027460,98715053
32399130,40586274
57068213,41807327
57868219,61034407
56071045,14215302
56301884,60867693
6463494,85654671
6420034,29363758
56092399,24785537
57088521,50900887
51830834,04258435
2729070,81610684
57879393,09775804
37286975,10575706
57104633,25151607
57106200,62191012
30470503,92535909
32451695,97984678
29854265,77447823
56161371,94820275
27304112,83805940
7479597,60194383
57887818,32839713
4585637,87028596
15411740,49009184
57894858,05712154
18813714,36755523
21742198,85773636
33444747,21321842
57122753,43376765
57898334,41860233
22296749,66399640
18233911,08168154
50188474,78577949
335291,74175352
17505652,03910132
57131506,63085254
56226564,81100352
4378594,04014638
57012042,49007396
17160982,78576089
3265747,29303783
4122745,33277750
13510429,94928635
5149986,50868703
39372513,33132794
22041974,31583881
57168960,37029738
2741609,43910269
53323515,75076122
44244506,32550783
53441371,92358525
29910357,94177638
31596201,65796088
52747859,79214934
55748388,42860706
9266492,00319603
35019586,75120365
58013625,87071845
11334703,08654340
58013165,29964909
31300,59795874
57256661,24973007
50060390,64661484
57120363,53726549
749418,22217290
13401886,43948489
6278213,10117584
57264667,82115011
22888053,59349032
14956209,08671979
3304669,85614343
57313198,33847584
57319357,15940077
56443637,18371702
9902311,99578395
10385783,24522488
58082725,77004854
56095335,33086357
35353526,07615528
20422459,25738770
56482249,63232491
14958962,67568884
7997813,03928478
58136415,29544714
36711067,78764047
53443503,73773838
58135226,46510479
56500958,75660816
9709309,80666288
57361995,91628706
9114307,39470258
57388998,85842956
58158753,76399166
58161797,06723926
56528111,94351435
14963858,99163837
16558385,33475209
29447400,95301666
58166794,18153534
12253772,19090661
7355630,46208231
56586758,19314615
37880193,95119490
58172069,91673355
12867354,74524580
12568863,78867819
34709669,71102098
57429373,71532163
58051588,14156983
1515642,60565670
12134952,04552743
57488906,14619467
57495998,44810721
8085153,16673205
31035987,34890156
58183114,09238843
58184191,08730281
6517754,97831362
58217673,86622959
15414967,66344172
57503408,59865592
57509707,37757211
56681256,55402737
146059,01151573
9869115,37852005
56682084,80298615
2288686,58500184
54258355,19567135
9416705,02976955
4206789,45582574
5263576,62209251
58214852,45817228
17817751,35475383
56725759,57960420
18704150,04713815
15075245,88917089
57557071,74894134
32358990,74123072
53673485,25989023
50631208,85301689
38007499,19542347
58338839,27843342
35067569,46781359
14858922,88714739
31157217,49772315
57595095,44327023
57511658,68401168
58552325,12663147
50367987,41405728
19946192,82116137
36736738,19074424
58374147,79621391
1577484,30009758
10354805,37577628
19084249,58939631
5471149,77878503
15104274,25638122
11585029,78461814
38261158,56648934
5343722,63837265
15146317,23846805
34763191,15687916
59345067,96565132
59631678,63554046
59636788,85357051
13959283,32866536
45423117,60501090
59689965,38047125
58572861,13477472
93329756,20188919
34636548,89201502
35855817,60701282
9028837,91424620
18572297,38933054
47753343,55836254
20904812,41889077
59707398,12479035
39667993,08129824
33357223,15666163
3533986,50343222
6479563,13057189
4505012,72665539
12283196,22687047
59735954,71597981
58685026,12387317
5442987,46943172
29724971,12768388
19106936,61420253
1496298,67200806
59745676,93592277
14408172,64750905
59750975,16521843
905032,06548900
7205013,76627056
16390138,98170055
42855159,00479374
29306178,56530237
33659149,45235178
9709507,04214862
37654478,99637819
60604596,25912996
7949836,36038913
49498169,91830479
59756541,31768937
4408697,30978339
23841291,53281769
3606324,83395572
58727196,42017067
52280487,17932985
13231636,40354916
60656035,41758863
14431628,46895447
29943981,77277884
23616392,88412810
31857605,75117376
14833871,36145216
5919651,14249209
19325340,07483641
60704019,75183379
40498251,27643432
6421531,51071422
3580884,69329223
32837009,53066864
20064348,76022531
59800921,69336727
31834719,36632797
60711853,53157349
7242952,50788524
3657533,45102162
13913627,40264529
23079044,91163816
5057271,80935307
59874102,60885851
33019676,69486531
58815675,79691163
43589824,78027674
31023240,09950259
60733083,75186201
18406250,43892420
17991249,08423849
7221508,63787424
9403548,24425806
60748248,94403004
5155068,02592474
59003029,86071503
28921676,36430638
58859234,03959534
59915865,54893956
51280824,70744533
4979688,02426132
59941725,31410560
56850400,76522331
42260206,96374282
35700894,94318119
58871783,38875798
537735,17603850
15449878,33235072
17683750,18919195
58978506,78184223
4184351,16473263
60780551,43927215
9471606,63890529
58983556,39138173
55875408,52302912
17107834,83399386
3103265,76111031
60015124,35650219
60803338,01875417
45344829,49597851
13315394,84558789
18812997,72703001
60025852,17432624
56570600,96226826
30137460,02172023
6352241,75066360
15681652,26083308
59002483,45086289
14880145,51848648
4042804,72643247
32201584,03809367
2248671,41697460
60891107,89758038
43848844,94752670
4049946,03645683
59054629,15526984
2512672,54845158
28980050,78912232
4598238,99583498
59136345,30368557
1608807,19830381
9299433,18931303
60916502,02702257
25000866,34747271
5614568,02961493
59149103,68167524
60923652,04904815
59152661,15813660
296407,96100974
60071914,12994675
60088624,33758438
7541598,22865527
59164144,05254151
25069157,85083567
15285078,68450680
60095419,50793707
9012829,44787759
15083505,06529437
52100804,12699901
59941857,55614191
18255056,32761391
7832344,94768678
14734810,21589560
39271700,50775416
27644405,88423903
57602081,40326850
3352885,10839039
60979725,35187616
60984140,87496961
1878856,65094332
59215856,59408845
39023478,87359202
59887411,74859213
14886336,28000854
5528177,61608625
61048060,71283411
59227656,37830237
809446,87246276
26474526,61874949
59276260,43028959
60188651,35395110
3313272,31141399
60195582,74510746
28350094,32988942
43197248,59939561
59439454,34605622
56519271,50968501
57885373,75172848
16429072,56691933
9180445,78588261
61072486,12624130
36599152,80964763
61053381,75679968
60206145,87857496
8390629,94242494
60219584,26593481
41565619,32471039
46552052,23307878
21166398,31401308
2731955,79754621
54609551,51902013
61085239,53629519
18295898,37875513
54825830,83648350
2434591,50510456
17110982,60012440
2946666,63871196
60322122,28801177
17410459,11144637
26422729,76728605
44360086,36263200
60338880,32709736
42494818,33211569
3212452,24266861
14481221,89261441
61227939,86052537
10597935,07223712
61226894,21192346
59707456,82345889
5544578,94685499
35235949,66722783
16815963,78670813
39994846,08583737
6253065,33872528
15927340,79484372
50340809,36933811
61256482,18019034
60397253,93815122
5305760,88664408
61273768,54453787
10017702,07007184
48969472,16026734
28994562,52723059
60479703,48626880
33860675,68096733
14722625,25484784
38958479,39789560
61357486,49056114
10839221,79845518
16890493,28190250
43933675,82763844
61372559,73380684
27582889,10356646
35802843,34410587
1254477,94068564
59487064,94849245
61498511,86845589
36557104,06381353
9848212,40421719
37408300,74059280
44200813,40312835
61497740,37755437
61510709,66145306
2489217,34889920
5902981,68380088
39250338,74204756
48587126,02896555
4092465,34578757
29497391,85082136
16059099,52247487
59539478,82325578
13056570,58680029
26045798,11960648
49445042,53765420
61072064,63813123
59306325,68559682
61618283,17520873
3293224,18126748
2858189,27080407
60871583,57553343
3424412,04640459
59561581,81056203
16722425,16071245
26589868,25224189
8006237,17185148
8623018,87161580
61637426,19046178
19566012,91564250
61646422,71008963
61654138,68554111
11306965,48501740
29681776,93902653
4608830,11707033
60759349,31001451
45093171,16729980
14841017,65358965
5199331,33609259
61655627,52560029
6058570,08135235
61671833,81541156
62232682,78419141
4155211,43304090
5618504,24261232
22209153,22281532
4976380,51897766
9515003,39352178
2582392,03046833
27173487,74592183
61676557,18522349
28342547,15432337
12604695,33548121
62275420,29950322
34301327,35545093
62279069,20850539
14625263,34192827
18629392,43916467
13011931,38448879
240576,32016048
62300040,73864667
58922382,59173524
34678556,64102732
4722828,93114448
19498081,99826300
28304859,08448966
25571726,63531720
17758572,98595010
63069149,03703656
26803815,01101933
35836771,86131830
61754267,32760271
61762650,99772286
63077927,02625694
61762512,05151552
7220798,13809695
47447298,17568602
63076122,22262149
20105323,07858805
20561280,24255264
39678182,84352920
61773358,23709506
62384319,59476426
62387436,27103992
421961959,47998528
62401789,92208415
7502508,04871198
63111612,57251404
40020558,99930913
56992550,64030105
63118341,25221393
62429276,68994233
60082768,49923576
61792193,92061299
63125690,53672906
4424520,58894704
62434103,72630683
59893307,19023872
5225232,49726859
39147746,04676078
61807981,10347920
62491687,19293033
41138794,68316925
62499863,45015459
26119070,00665425
10894641,26308570
61828993,41024861
16605068,42020055
60866882,12349265
17823877,88718411
11502771,15380207
22950428,39320742
62513233,98654387
61832236,65713310
20706508,68299276
61835490,19373658
732186,45190310
16170945,62738660
18986612,63077685
15949188,92305854
63222067,30742147
43038630,88091556
62559224,54132933
3020892,90914612
13485646,40337977
28504056,37288590
61872057,28561533
27087315,06586265
63240931,43380644
50758928,21728358
14134110,20480554
61903180,77462854
63246031,81738944
54027190,61572650
8239635,13496543
3717927,03404398
5470262,69061699
4753978,66513711
33664299,92792036
60048701,39244249
62671648,85322148
51390127,69467168
63280531,97366315
34216369,17790327
4245845,80094357
34178873,37814237
15187541,32511853
8325194,31690386
9970087,72097406
31955407,21702402
4356767,56212964
62940071,47029030
62754664,24859168
20257225,16448932
16045616,16216159
50501704,59649065
43098996,12023708
63372401,50380779
23613094,95698605
63374510,59709681
33344132,29376210
59584736,21052930
34207664,73269397
62763478,99954614
59489401,00849441
61958187,80032518
61962452,43620532
25340839,15346158
61224155,99722976
63399080,17935912
62772519,45400247
31257962,86769558
35157154,63497205
63397245,01844730
56844535,88440656
63409418,82703005
61983119,44918925
62790424,64939350
758497,34325184
62798877,14993095
53185416,50669198
39005897,83126741
63452454,26814816
5290526,84351082
62808406,46929669
63453076,85519489
18756098,37691217
4777379,85380649
63460269,17142237
22543569,08275926
62057799,69814827
14392766,62122647
63475868,90697728
15555179,96559336
28274904,32948288
9685757,43547684
63477565,08481584
62078879,67026638
63517234,23995183
12822358,42630618
63524027,63116114
5765343,31780484
9697928,56101760
47192106,09034018
62095268,99743159
62096252,62596927
62871496,62388528
11329845,40410163
24691137,14613847
19425431,52854799
62104432,74082417
63579076,04859599
11940327,44156526
42370411,75381546
9846396,99199305
42512454,89020175
6239799,82972817
1510646,54913843
62109443,84255072
63594831,74436263
31082734,27300858
62114805,34255659
27954026,15793565
63608665,48865394
1626665,38066196
23554591,60587569
59960169,95719287
5377677,42382641
32823179,10350650
12615520,13777194
62898217,81544341
63611045,27489336
62910102,99261594
62910839,97962809
62132804,06473699
61742673,24454272
3421466,57008794
63614990,99647762
36513050,53345540
1836503,29076534
56569521,82863182
63853390,28906730
56875190,31398136
489435,84490022
62929896,96230861
7858671,89824933
59173627,01970375
63865388,13582620
83740002,25217302
5701980,75804437
62911272,83281474
32778330,04607699
7578051,60600019
48650031,02596266
62747805,63994069
62955388,33010985
19964793,39374432
62960215,94143050
19087328,80520879
63894099,62758741
63733319,01162000
63926306,03968524
63733947,12110465
17781225,88494846
63732407,44742953
52839195,58356456
5297424,12692859
63743705,10196328
63940005,76342607
48568977,79981053
37559543,84078932
62971430,94009419
50293924,99170895
63745797,42115364
64732938,39436859
39897272,01529899
12884598,26790452
25801170,74118587
1464316,59127701
63751199,82618191
13686480,68053136
64016247,04968240
63764351,22965224
26996316,23859837
38929542,04835780
22242279,95263679
54725775,56791685
18399378,05506706
756859,46159230
7394037,92911058
10562799,85985744
6712701,43597592
5997585,87744600
36682077,57678134
63046304,47509217
49474999,10760949
64034207,34725357
19822589,36822073
1642076,00552654
24670340,14708868
13319542,36803625
43325105,42378746
14789143,11991946
49683348,83897718
12331282,05861936
32607546,78669872
48583741,09526594
65395023,64763367
22574140,70435653
3967119,62778815
51301955,64554215
29695576,56208866
14632774,46948453
64075165,86018773
6901536,84281441
3950352,16828350
56892492,77191135
64072690,94575740
65446386,49262320
64079702,78567653
23192524,75763048
65447008,16940816
18042282,43690134
64869756,04369788
64082158,22786733
14974525,70761601
14388649,30805028
49852235,10205348
64885792,02182093
64152300,67954988
56320628,39239548
37296194,01443284
8280510,18945681
64176943,90269971
31605779,28145047
64602887,76457729
2802618,88377728
59124784,72479745
64186497,54945606
62816806,74213556
7378029,28676565
20100792,98381651
36404138,25133402
9254135,65079424
64192280,89320401
64193481,93489130
65008086,57264943
65505489,61764974
6088798,77328597
22478916,23491995
5835223,45543189
64208821,36381300
65496954,81984459
63360569,48431023
64213378,36324065
35643379,36829004
31304120,43982072
64223900,31331235
26344735,16845489
28702580,90330000
33211745,07693084
65479208,08999111
64643221,29980452
31066992,86879431
1830282,99543290
15186417,43439618
46779907,91351934
43056380,15572352
44018180,42194594
5330698,18016845
8929433,61100399
45189242,08208953
6938432,95930497
2888266,90521221
14881668,11020151
30721336,18288424
11169720,81109429
45346455,92680341
65063771,58390429
65062628,99205015
64282132,88453948
49777169,87735737
7529226,42264126
64294174,73421605
65573304,55156564
29874340,07070168
18828875,07998934
5978775,86111251
65071844,80470837
65609285,46804048
64348095,19783301
7820761,13254135
65093827,93957461
5262163,46929562
65096656,46779534
65097272,38724359
7639542,31578439
5776779,80632501
64399592,27845183
65616355,51611360
64409910,86419782
3135652,25113839
65111357,72307379
7522848,23310643
37667872,77196575
4841605,33194476
65622836,96825988
6301981,49461038
34124497,38099199
54855676,95682902
4428533,60488042
14194339,23037961
64492563,60842761
30893564,93372923
27679738,23603798
2894542,71404802
35468557,43801923
65635628,13640943
64518289,59461372
65171905,23449641
16391957,81542577
64043325,25359646
34488883,35202083
29202424,47890525
65643339,41955960
61925352,54839654
32904920,39904842
6839459,94034130
64529396,44531473
65175808,63088711
5133554,36437412
16218196,43476253
65188960,41120719
58471793,60618573
17680134,46336939
31707824,27625149
19339885,57197822
11911487,25957492
18915818,12332553
44336116,63400328
18328232,89811470
63054016,59695056
5503127,51057662
11408855,53680944
64602769,49257080
19768411,11978823
38565200,38498561
34913305,28328193
65205205,55955245
12127603,18964573
26799174,19864086
991298,49533974
34633101,37188560
9479078,41480913
15023352,94098214
64619249,33639106
65716046,00163179
15863639,37785905
65719980,50457343
39924171,70805190
56226955,57456836
64633219,52186096
54713213,37410206
30331465,90836516
11593703,52231030
65722606,00296733
9628056,12867978
64600166,46982008
65723440,52265470
39527835,98595498
64653590,16580291
65224997,64510939
65721565,30846391
64198174,38730574
10343790,02653035
65332555,55862590
4451016,43847516
64722066,83427635
65261089,00699938
10798291,75665744
8781658,69916447
65736778,99767751
65263354,28214305
65741311,37200712
61903638,87288413
65266189,20617587
14589735,09701932
23924019,59025283
972428,23056529
37777502,48007388
42824992,40027091
13146069,02541671
59286388,88219059
65766801,54589693
28141920,76983834
66043028,07631264
9679262,19303498
66044194,51684346
5919741,89560582
34456654,21376397
5094363,84943775
65335907,79249367
17357758,29871979
18088557,54257579
36874791,38289444
65343440,34887286
18719004,32504293
18408467,47088839
6482235,72022346
34766238,06313898
45467815,24495314
38812529,86306073
62888512,02224519
64079765,91656326
65868689,85623110
65365502,57080716
46795748,91928091
29646364,53678620
63771576,88522155
45903490,98991570
65765441,83985985
65858143,52668571
18552071,74076568
440992928,46878327
66158144,15223904
5716326,77314227
29722888,22409955
8648437,31682382
66184283,66309961
25591093,86339108
21277422,45793148
66883647,93747198
45677032,13116856
57145656,46250552
6974090,84805909
66229803,90365770
36791969,39843905
66625055,40119339
65911751,48223572
64008907,80285210
30553339,48530752
63340572,00544826
13194674,17997336
3207627,45819737
5059690,69746783
66938493,87848363
29590249,75301325
66301862,23268923
30254773,55380771
18207689,71414999
2106934,87248129
65944021,80222525
10647392,78568988
30300137,49260691
2050464,79555873
45307959,86582547
66746441,40325146
66008028,18284451
66942322,60938802
39109454,67047984
11040302,52820259
9710054,39851063
26220072,14857335
66009342,24527222
66320386,32515113
65850308,91780072
16338936,16124233
66938434,64441650
66012581,40192394
36654095,23714761
1788095,53483744
42500381,66760119
46439925,20891994
66371636,34314533
67000190,15453107
31477638,77407183
15922242,21623982
11806101,20224702
44584804,14449097
58890302,83158723
460482,83259567
2330848,68851375
67417048,56782995
8508373,31215560
6289538,36975732
66419442,70752444
53841919,90448686
45314007,69745500
67590271,95877681
8647290,34724777
62065589,60494313
67047790,96916309
61634865,37689456
5375176,69269090
66436840,95374686
67052145,01358567
67594943,28010639
66189128,34147907
67055440,83635837
20551574,74721721
66448479,80902103
2001044,42136269
65342558,84696966
22805115,24654522
22449322,69656291
16374031,68579783
67067703,69955148
18928662,60666549
56166572,80749473
67028622,22664195
66460623,35271448
24310749,80536123
15950196,45337354
63900704,80715519
14720164,77509387
14491875,84549228
3443351,77688370
7526223,60274289
67161890,88342861
67166675,81818661
1546875,00192620
67688287,13153557
23193463,59590348
66562280,55026691
16370444,50693631
3776074,86901453
763627,00251779
67696238,68090957
48483319,27866590
32486891,13583520
20625048,34854169
19696889,58992173
17397394,89822984
9303867,62332668
13369875,43680144
30818209,51359216
66584072,46767426
24120727,62640550
29157757,57056795
58696792,83446654
10845796,20096854
66588116,48635965
67716421,94400796
66590461,40944573
67719457,61671369
66592877,39753054
67724687,71247004
24993142,57488897
14890403,36161662
22208329,43346337
1544397,69830081
5396577,92633926
67234704,60215024
24195823,25683994
67243014,19630921
5024946,48014058
26288441,88054889
67740718,23718285
66614555,61772261
56445125,00301206
66613076,36778505
66301112,05243415
67747849,33912314
37111782,02240508
8054717,28385283
21291707,59845976
66620405,11327266
23341832,19981935
67296239,45601504
12951046,84600092
27118558,97293321
67295605,89185794
66630574,47957243
67776465,92860860
62110575,96392544
67549880,34948594
67313248,88916390
44162447,56080215
62655486,84938639
25489096,98687062
66685169,51199229
7928421,66399059
24557155,03203851
25458120,98250940
67791987,22091779
13961576,74669992
26507004,38790276
4966185,21511611
40619422,76002213
15817707,21647848
26832504,81437011
32836014,25849555
25355777,79927997
67856842,61226145
66697484,94803045
5119122,57321198
58346621,25105515
2552791,21706464
2512929,05372313
20123386,00545872
9068950,47326079
67866358,94800297
66702597,59847755
8689336,57037481
52771845,17377524
67867618,58728678
66717219,77421961
2508495,81586612
2825169,95193711
1600368,19099229
67873648,05403483
67457040,31913344
66731989,68127053
44009369,86921696
66743467,08888446
7441109,09368963
67582656,58071272
14570693,07316650
2804266,77822892
66744911,05587358
67469331,49355327
61615828,40742733
67478888,70438319
13598210,72301889
9521206,75149418
1307992,15458667
10363719,56996455
47250920,34559459
67900262,09831573
67536828,23523350
4945666,47218074
9117098,20453969
66791333,90863786
44672966,84987411
67902959,90349920
67539954,83615919
27171391,40360583
17769450,24934720
66249402,12293132
67903491,84084893
66826056,42724381
36407174,19272033
17029403,72283100
58153058,25084544
14115665,45632969
10649037,61121727
51329906,38691644
67941476,59217443
38815023,05433985
67947809,39971990
67571887,20918754
67573572,57136569
22365500,94203310
11807966,69259153
5304349,34848811
37241323,59828705
1429216,25436939
12895807,68907451
68026159,36192511
15752809,00726466
67189655,66435076
67739145,21368666
68254005,89979596
26951849,56631828
12427854,25143088
63456054,87402140
14841823,39736272
2103336,63926518
68945272,86595064
68081472,75810723
46063806,69563354
68079586,05658136
9200222,92829313
62897738,06325414
20430608,10550899
52634735,95566712
19433474,95067610
68279115,69524425
46738919,56127098
5892356,64027616
68291938,87151069
11305433,20537996
51092060,11403427
3921394,57292917
7143332,98445705
41303588,07637875
3106016,64067305
68140725,51648108
53201589,74422355
17761176,38382462
162017933,25218890
3581342,84231211
22271201,90126725
22164571,61643422
23378875,63184300
34917942,79708504
35274288,55435799
53887753,39622437
16846390,85471432
23239905,70024188
1361462,85916571
37915025,79854560
35065259,82465057
47173455,62933363
4829217,35038227
69055950,80888996
24408730,98335456
42773742,44500927
3408866,41873630
41984126,00299496
13349108,02269448
68381805,54514367
68194240,10237000
68390249,10801329
28497248,63922075
2517236,11975589
66341535,25469528
69080683,49951215
44950656,53342908
36426038,65203384
68138102,92631393
61939285,09837595
68467919,36906402
8671221,70907222
68197675,90838145
6381751,30112505
61400896,20107823
5681226,68275381
68204346,38705587
2461221,64277602
21671303,17799018
9868200,88248261
4985121,48972663
9439439,94755887
25584792,50819162
69167073,03030905
5932707,91622717
29424392,18057303
19789337,60701811
69170443,55004851
14491060,70237366
32491038,24801793
22957069,19007515
64314951,81946846
68524663,60796489
69169629,80056990
38031523,41574848
25697727,66358930
14016128,15934377
5141590,66925176
67227795,45171523
68539621,75567634
6455278,07401344
68543081,96980190
16159360,97677683
13824614,83771295
26567084,28017858
389617297,40354010
11814186,94204318
68548701,73634321
67041030,85771269
29043725,51973654
69227712,87535976
69229813,72816999
9355382,98367596
13748910,36864459
69757471,03674090
68550614,87778698
5925820,51371155
16866764,25283607
69765468,93127553
11018427,69532263
7639868,73426158
3829943,95877571
69766072,98542327
7515840,49099730
69766605,15770996
69306932,31167747
49112957,95446022
69768210,36864234
16620322,81428246
7681434,29800250
5834159,26469226
17753471,33619334
61504964,01519724
38910336,92844548
69324261,79816471
16494126,53009368
26409125,45551243
68075163,81935336
5952389,31193323
5005930,98890150
36922531,33381433
13379474,62742805
21000794,80180939
25429634,59582262
69774336,23488005
59546051,00019884
7400193,12511016
32156323,87389816
9980719,43079438
20648758,96370313
67036569,43267574
21767366,19687525
68648102,65593297
35556890,79987206
31353517,28633920
838051,49006409
45544681,87621932
7299672,80121798
21337959,79490656
15822196,35730661
12366218,97656164
54779480,30897271
34437536,34974289
69905177,11031158
21141198,78881986
13025038,27662298
31139200,56207031
13960422,23819134
58700525,56930723
56302520,91536331
37161878,48142028
2005375,31768944
35896455,41223354
554279,51141862
68694621,58760730
69917082,37714802
13780088,86127956
69917610,89052344
69240557,84421671
69491654,27166467
29042658,46901899
69497287,00590521
13689967,56932755
38660677,01753415
68722526,66881502
4914932,14926756
7909082,89791235
2480939,88064007
30030371,49344281
30127241,54749224
13390275,44823216
68407372,45004184
42665970,38075961
6693418,95023614
69941724,02650697
10220878,70477180
19838797,04809516
53080288,97498026
69947371,12910910
24261913,62417613
68796297,67732766
26547567,85049389
69951661,91570199
8187923,58519420
68797419,11344415
2206315,76825565
68799570,98792420
17353176,25291086
1537188,37232544
49313999,19979581
24224944,01194111
31973682,73312083
67879895,41758076
23222104,98754478
12618518,24100265
69967278,82570521
11701035,52896056
10471159,17543593
37686245,22018385
16170556,96157725
69984305,83052722
68828288,42748728
28614971,01456470
69984076,52816615
66338388,70224234
196507,83698166
23202996,68377727
68839104,50338936
68837829,62110753
69648144,02851108
64546042,46278080
36201225,27072024
24013986,52883120
29116152,13132762
69671532,06840506
8253478,65650063
57984757,09171661
11563740,88215421
19780305,38286196
5254454,30708408
35996545,87835990
53740396,79141191
2213151,47597187
35091958,45577883
25067165,52874642
28700242,74225543
28571811,86451916
4674524,88221634
70526766,91665903
4454058,72662413
19713520,37975703
33855496,73591766
16628087,09931732
71473526,30708640
70032489,73552793
28224704,02593319
21687108,44172132
70022819,03623690
29631381,27122221
40036360,96497060
24405474,95207316
66173416,58230967
4919068,06743642
70108094,99166880
51884397,77890687
1964069,38814906
26196989,01135625
53702448,79488922
70121448,26551653
61062365,69991028
66425448,69018401
18215542,81383954
33813853,21315675
69988974,33140409
70134210,85437376
15331589,30681176
11039481,67288109
3139256,39924448
40632684,91009418
60768061,43187466
57388678,51075984
61195223,74168650
71609835,52884309
20390861,27559188
70665129,14345771
70189684,36204957
70689692,22030000
70746779,79639341
67951242,01576111
71625211,77131132
20963498,60625879
6449992,45350297
13627903,49047725
70211493,74992687
12190131,71836592
70760191,53634236
1782336,72216210
14794602,39680244
8723079,08377344
66898699,87777251
70218911,00216228
70756931,60674970
35864473,25885975
3798900,41024676
71675552,86154457
33025599,32607891
70788724,93010528
70282577,93732281
13776994,76795410
22094575,67164423
70795197,84299057
6166266,37694697
16458651,77010515
71684484,00361082
7393903,49272590
70110443,48655842
9967393,08014775
13084644,30700656
7855180,78086308
9716598,12606174
71769100,83205384
70316280,84649088
12237645,39565104
71770158,49556290
5320655,35088236
70321420,61807271
37584178,85138606
71772197,41137306
2533672,36533803
9719143,88078859
8047266,60766997
936281,97418940
71780337,76870144
70915807,36186535
31935608,47164136
70345834,66928120
2570105,29952212
13039457,21902246
17787181,61106957
71798615,03871189
71805938,56557741
36334300,78614750
32703983,59121401
29337990,33295374
70926947,07563697
6602586,91379491
32120590,47672734
47581051,03133392
15597172,07494525
71347366,80937239
20084542,94457935
70461930,44669125
70964549,73262462
11257622,51302174
61196728,44687732
49917977,10247331
70974812,90982625
70471483,12998111
23655037,19991063
2614156,05848636
204046370,66016392
39943105,96254993
12334944,21291965
4864101,10588250
14417388,68822555
70987205,07218423
65541887,74747491
71965120,82452135
70511503,92559684
7006295,93707275
48700637,86394128
37928732,03332701
59348966,73184225
15528146,87933444
49648241,40408481
71973913,97635620
54396619,92383718
8453891,31994234
3631877,98849420
8539050,13443225
2302002,82457216
71067972,63681430
55656832,70790632
12691092,23813249
70296909,86879091
10148409,63444550
72072824,07627276
33686638,61933216
14968371,77846065
40467625,83452674
41240619,20880200
72075457,77212037
7592760,87090341
3075478,74324273
71086683,22698737
71829455,21793870
37825317,09169562
6962035,82428953
19343320,11927168
2730376,79333448
7142762,84622613
72532291,15411572
21490696,98158421
71989766,47084057
72532439,44263261
72115973,07326451
31230724,21932858
70033544,44579127
24509940,68569139
16743683,99734455
57732148,21181719
6770288,74303146
21597643,79184006
72563752,41967661
3512529,13721098
69780070,65940569
23943947,89745464
72171724,80969285
10627317,81576568
72228446,99602068
1865136,74852961
5673871,83163506
10587345,62824333
9822145,79102924
51003819,64850987
12543582,39618438
13589814,94707880
72654152,55628308
1428356,25374526
40586604,49774972
72656440,18932173
55633022,32355742
13255161,91397731
72656800,67011839
11968810,40898286
15816937,58756688
9527566,87586484
55775199,72025347
27047827,07845672
71265898,45508606
8036523,70326135
36413076,39531942
45980123,24275513
3492252,61504410
72291690,48069785
25689181,56603564
33293114,67540481
72304717,60634957
28202338,53895681
37713085,28603505
32207912,48210035
37057526,25714153
748881,16292835
27966806,80641885
71293325,82802665
72691702,87583389
72321689,05281724
53429189,61201930
71303298,98363624
69321926,95537079
5949462,39182543
71329901,51625010
71295912,91157085
10401404,53108411
72701581,49116764
64805645,11777109
43776494,69390231
31343537,50553022
2377852,27006351
7673460,37885306
3771999,67872506
45044445,58558490
39036232,86216985
33997352,22534299
45991277,11062910
11862385,47851622
61502280,03997816
8490180,41419865
71353853,18608478
40407033,08506750
71356545,77665874
72739195,68982552
13035877,40536578
6193031,90319600
72741330,79290300
73311276,37394207
71364396,07347746
72746612,32024273
71401335,03346713
10639042,94560692
9870227,44553434
73317370,96004381
18569336,01742110
72788492,39677602
73318332,27599960
63843070,40632051
73320658,99564160
71247967,45175972
12898601,47463882
71417590,38573079
11563182,07595929
4674253,56637694
9782726,69648272
67548723,23873790
22712423,16953092
72833568,97745325
2405118,39405993
6386330,12402654
71440366,50844187
16663002,51190969
73345795,71839887
72857510,43198934
72859387,38197577
31905419,18353413
3014738,07676168
70918253,93246528
12445503,61302925
64270976,83519971
23563323,91862030
3719108,66826475
14745327,07399164
47703704,25033629
47616149,20839454
57385528,40171635
62788832,32006077
72296034,13597276
18985696,81029054
5284974,86926298
72865212,05873881
73391359,01039293
5413111,66494173
2159051,91368148
72868752,34369253
73399340,82446858
72869674,70698634
56962703,59971518
7870933,83706614
8899126,51166994
74161206,67899992
20526527,34242482
33593461,12027081
73418353,00478918
74250749,08603741
4003894,33468592
10202316,87917097
5904172,47600666
47796162,52029193
73474408,91053537
20428608,60004324
12984381,18531532
7382038,44278660
73156690,16096620
63062908,88034994
11454431,96282956
67690842,22870199
73019313,75572740
4282365,87927321
37568566,05491136
28737362,06516472
74270965,50600898
2333916,39192068
73493296,56899337
73040941,60051163
63866097,93953020
73039709,73830130
20889965,49626486
63764217,62559681
64165023,96090701
74280217,17416918
74280527,56165938
23185430,66842193
11686447,90754757
73515634,49365087
27417231,74386069
55253596,26706801
72879420,09086142
16986677,99415937
74290091,80064012
66316300,31139841
23076121,25564522
31128629,80498468
